,ï»¿S_No,State,st_case,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,fatals,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,Cname,Sname,lighting,climate,drunk
29783,29784,49,490051,3,27,320,1,4,2015,4,6,31,39.35293611,-112.5958222,2,1,0,1,6,31,6,38,88,88,DELTA,Utah,Dark,Clear,FALSE
29784,29785,49,490052,2,47,507,13,4,2015,2,16,19,40.24384167,-109.9154333,1,1,0,1,99,99,99,99,99,99,FORT DUCHESNE,Utah,Daylight,Clear,FALSE
29786,29787,49,490054,2,35,2113,15,4,2015,4,21,16,40.68204722,-112.0474917,3,4,0,1,21,16,21,29,99,99,WEST VALLEY CITY,Utah,Dark,Snow,FALSE
29788,29789,49,490056,1,53,1670,11,4,2015,7,5,5,37.00049444,-113.5565417,2,1,0,1,5,3,5,9,88,88,ST. GEORGE,Utah,Dark,Clear,FALSE
29789,29790,49,490057,1,49,1390,1,3,2015,1,1,32,40.33064444,-111.7109694,3,1,0,1,1,33,1,37,88,88,OREM,Utah,Dark,Clear,FALSE
29790,29791,49,490058,3,57,1350,27,4,2015,2,19,27,41.18634167,-111.9490444,1,1,0,1,19,27,19,31,88,88,OGDEN,Utah,Daylight,Clear,FALSE
29791,29792,49,490059,2,19,1170,18,4,2015,7,17,0,38.60161111,-109.5757917,1,10,1,1,17,5,17,8,99,99,MOAB,Utah,Daylight,Unknown,TRUE
29792,29793,49,490060,3,35,2113,5,4,2015,1,6,3,40.69659722,-111.9938111,3,1,0,1,6,15,6,24,6,45,WEST VALLEY CITY,Utah,Dark,Clear,FALSE
29793,29794,49,490061,3,43,290,26,3,2015,5,18,14,40.90931389,-111.4001639,1,1,0,1,18,18,18,24,99,99,COALVILLE,Utah,Daylight,Clear,FALSE
29794,29795,49,490062,5,45,2085,4,5,2015,2,22,16,40.73670556,-114.0322667,2,10,0,1,22,15,22,24,88,88,WENDOVER,Utah,Dark,Unknown,FALSE
29795,29796,49,490063,1,45,1940,1,5,2015,6,5,10,40.54478889,-112.2982972,3,1,0,1,5,14,5,26,99,99,TOOELE,Utah,Dark,Clear,FALSE
29796,29797,49,490064,2,35,2113,10,4,2015,6,23,4,40.66815556,-112.0247056,3,1,0,1,23,5,23,9,99,99,WEST VALLEY CITY,Utah,Dark,Clear,FALSE
29797,29798,49,490065,1,35,1120,1,5,2015,6,21,27,40.62595,-111.9029417,3,10,0,1,21,25,21,31,21,45,MIDVALE,Utah,Dark,Unknown,FALSE
29800,29801,49,490068,1,35,1700,6,5,2015,4,15,25,40.69988056,-111.8366056,1,2,0,1,15,27,15,32,88,88,SALT LAKE CITY,Utah,Daylight,Rain,FALSE
29801,29802,49,490069,2,7,2070,7,5,2015,5,5,6,39.55083333,-110.6591444,2,10,0,2,99,99,99,99,88,88,WELLINGTON,Utah,Dark,Unknown,FALSE
29802,29803,49,490070,1,49,1500,14,5,2015,5,0,53,40.39160278,-111.7419778,2,1,1,1,0,55,1,0,99,99,PLEASANT GROVE,Utah,Dark,Clear,TRUE
29803,29804,49,490071,1,5,990,16,5,2015,7,14,45,41.67646667,-111.8820389,1,2,0,1,14,46,14,50,99,99,LOGAN,Utah,Daylight,Rain,FALSE
29805,29806,49,490073,2,35,1700,23,5,2015,7,2,2,40.69994167,-111.845725,2,10,1,1,2,4,2,10,88,88,SALT LAKE CITY,Utah,Dark,Unknown,TRUE
29810,29811,49,490078,2,35,712,3,5,2015,1,3,51,40.63395833,-111.8308806,2,10,0,1,3,56,4,3,88,88,HOLLADAY,Utah,Dark,Unknown,FALSE
29812,29813,49,490080,1,53,760,18,5,2015,2,17,30,37.18436944,-113.3977944,1,2,0,1,88,88,88,88,88,88,HURRICANE,Utah,Daylight,Rain,FALSE
29815,29816,49,490083,4,49,692,25,5,2015,2,18,53,40.44634722,-111.8162944,1,1,0,1,18,55,19,4,99,99,HIGHLAND,Utah,Daylight,Clear,FALSE
29817,29818,49,490085,2,53,760,19,5,2015,3,5,10,37.18093889,-113.2876917,2,1,1,1,5,11,5,13,88,88,HURRICANE,Utah,Dark,Clear,TRUE
29818,29819,49,490086,1,53,760,27,5,2015,4,22,47,37.168075,-113.3007528,2,1,0,1,22,49,22,52,88,88,HURRICANE,Utah,Dark,Clear,FALSE
29823,29824,49,490091,4,3,1970,8,6,2015,2,13,18,41.71488611,-112.1954889,1,1,0,1,13,26,13,54,15,3,TREMONTON,Utah,Daylight,Clear,FALSE
29825,29826,49,490093,3,43,1440,29,5,2015,6,16,38,40.75384167,-111.6229028,1,1,0,2,16,39,16,44,88,88,PARK CITY,Utah,Daylight,Clear,FALSE
29827,29828,49,490095,2,53,1950,12,6,2015,6,15,12,37.27962222,-113.3101944,1,10,0,1,15,14,15,31,15,52,TOQUERVILLE,Utah,Daylight,Unknown,FALSE
29828,29829,49,490096,1,35,1820,12,6,2015,6,0,5,40.68701667,-111.888275,3,1,0,1,99,99,99,99,88,88,SOUTH SALT LAKE,Utah,Dark,Clear,FALSE
29829,29830,49,490097,2,35,1020,12,4,2015,1,21,39,40.72444722,-112.1602472,2,1,1,1,21,26,21,33,88,88,MAGNA,Utah,Dark,Clear,TRUE
29830,29831,49,490098,1,55,1960,24,5,2015,1,2,53,38.30790556,-111.389925,2,1,1,1,2,54,3,21,88,88,TORREY,Utah,Dark,Clear,TRUE
29831,29832,49,490099,1,35,1700,9,5,2015,7,1,19,40.77130556,-111.9751194,2,2,1,1,99,99,99,99,88,88,SALT LAKE CITY,Utah,Dark,Rain,TRUE
29832,29833,49,490100,5,35,1710,20,5,2015,4,20,27,40.57561389,-111.8721583,1,10,0,2,20,27,20,33,99,99,SANDY,Utah,Daylight,Unknown,FALSE
29833,29834,49,490101,2,35,1800,15,6,2015,2,8,58,40.56116111,-111.9386861,1,1,0,1,9,1,9,6,99,99,SOUTH JORDAN,Utah,Daylight,Clear,FALSE
29835,29836,49,490103,3,45,885,17,6,2015,4,6,50,40.71106111,-112.2464306,1,1,0,1,99,99,99,99,88,88,LAKEPOINT,Utah,Daylight,Clear,FALSE
29837,29838,49,490105,1,35,1700,18,6,2015,5,4,19,40.72884444,-111.9867472,2,1,0,1,4,22,4,31,88,88,SALT LAKE CITY,Utah,Dark,Clear,FALSE
29839,29840,49,490107,5,35,2113,10,6,2015,4,15,47,40.71757222,-111.9851417,1,1,0,1,15,53,16,0,16,18,WEST VALLEY CITY,Utah,Daylight,Clear,FALSE
29840,29841,49,490108,1,35,1700,20,6,2015,7,4,33,40.78513333,-111.8945028,2,1,0,1,4,33,4,38,88,88,SALT LAKE CITY,Utah,Dark,Clear,FALSE
29842,29843,49,490110,2,45,1940,22,6,2015,2,14,20,40.52871111,-112.3253167,1,1,0,1,14,29,14,36,14,58,TOOELE,Utah,Daylight,Clear,FALSE
29844,29845,49,490112,2,35,1700,25,6,2015,5,99,99,40.71790833,-111.871225,3,1,0,1,4,16,4,20,4,50,SALT LAKE CITY,Utah,Dark,Clear,FALSE
29845,29846,49,490113,1,53,1270,25,6,2015,5,99,99,37.46816944,-113.224275,2,1,0,1,21,33,21,53,99,99,NEW HARMONY,Utah,Dark,Clear,FALSE
29846,29847,49,490114,1,7,1540,27,6,2015,7,18,18,39.61737778,-110.8532111,1,1,1,1,18,20,18,28,88,88,PRICE,Utah,Daylight,Clear,TRUE
29847,29848,49,490115,1,35,1700,28,6,2015,1,9,5,40.57226944,-111.7473889,1,1,1,1,88,88,88,88,88,88,SALT LAKE CITY,Utah,Daylight,Clear,TRUE
29849,29850,49,490117,1,57,1350,30,6,2015,3,18,58,41.25940833,-111.9894222,1,1,0,1,18,59,19,2,88,88,OGDEN,Utah,Daylight,Clear,FALSE
29850,29851,49,490118,5,35,2113,20,6,2015,7,23,48,40.70388611,-111.9924028,3,1,1,1,23,49,23,54,88,88,WEST VALLEY CITY,Utah,Dark,Clear,TRUE
29851,29852,49,490119,1,49,1060,1,7,2015,4,20,59,40.14126389,-111.574075,5,1,0,1,21,1,21,3,21,14,MAPLETON,Utah,Dusk,Clear,FALSE
29852,29853,49,490120,2,35,1700,2,7,2015,5,0,16,40.75412222,-111.8653194,3,1,0,1,99,99,99,99,99,99,SALT LAKE CITY,Utah,Dark,Clear,FALSE
29853,29854,49,490121,1,35,2113,2,7,2015,5,21,0,40.72569167,-112.0322722,1,1,0,1,21,1,21,8,99,99,WEST VALLEY CITY,Utah,Daylight,Clear,FALSE
29855,29856,49,490124,2,47,1567,3,6,2015,4,7,46,40.23300556,-109.8434694,1,1,1,1,7,48,7,55,99,99,RANDLETT,Utah,Daylight,Clear,TRUE
29856,29857,49,490125,1,11,460,26,6,2015,6,21,3,40.97821389,-111.8919194,1,1,0,1,21,3,21,6,99,99,FARMINGTON,Utah,Daylight,Clear,FALSE
29857,29858,49,490126,3,3,300,2,7,2015,5,8,55,41.55283611,-112.1185528,1,1,0,1,9,3,9,11,88,88,CORINNE,Utah,Daylight,Clear,FALSE
29858,29859,49,490127,1,57,2095,5,7,2015,1,2,27,41.20519444,-112.0269972,2,1,0,1,2,28,2,36,2,57,WEST HAVEN,Utah,Dark,Clear,FALSE
29859,29860,49,490128,1,57,1350,3,6,2015,4,1,29,41.20700833,-111.9485444,3,1,0,1,1,34,1,38,1,50,OGDEN,Utah,Dark,Clear,FALSE
29861,29862,49,490130,2,35,1700,7,7,2015,3,16,58,40.732525,-112.0003306,1,1,0,1,16,58,17,7,88,88,SALT LAKE CITY,Utah,Daylight,Clear,FALSE
29862,29863,49,490131,4,27,1090,8,7,2015,4,7,35,38.88476667,-112.4226861,1,1,1,3,7,35,7,51,8,12,MEADOW,Utah,Daylight,Clear,TRUE
29863,29864,49,490132,2,3,1520,8,7,2015,4,14,12,41.93861111,-112.1727306,1,10,0,2,14,29,14,39,14,58,PLYMOUTH,Utah,Daylight,Unknown,FALSE
29864,29865,49,490133,2,5,2080,8,7,2015,4,23,11,41.64910833,-111.9387333,2,10,0,1,23,13,23,19,88,88,WELLSVILLE,Utah,Dark,Unknown,FALSE
29865,29866,49,490134,2,3,390,9,7,2015,5,11,13,41.697425,-112.1581917,1,1,0,1,11,14,11,17,99,99,ELWOOD,Utah,Daylight,Clear,FALSE
29868,29869,49,490137,2,49,1680,21,7,2015,3,12,31,40.048575,-111.6918306,1,1,0,1,12,31,12,40,99,99,SALEM,Utah,Daylight,Clear,FALSE
29869,29870,49,490138,5,11,260,28,7,2015,3,16,29,41.11015556,-112.0327306,1,1,0,1,16,32,16,37,17,8,CLEARFIELD,Utah,Daylight,Clear,FALSE
29870,29871,49,490139,2,49,940,27,6,2015,7,18,15,40.39150556,-111.8570333,1,1,0,1,18,21,19,15,19,44,LEHI,Utah,Daylight,Clear,FALSE
29871,29872,49,490140,3,11,460,27,6,2015,7,18,33,41.01506944,-111.9106833,1,1,0,1,18,35,18,37,99,99,FARMINGTON,Utah,Daylight,Clear,FALSE
29873,29874,49,490142,1,35,2113,18,7,2015,7,8,31,40.68206111,-111.9999306,1,1,0,1,8,31,8,34,8,53,WEST VALLEY CITY,Utah,Daylight,Clear,FALSE
29874,29875,49,490143,7,35,1700,22,7,2015,4,19,16,40.73087222,-111.9874222,1,10,0,1,19,16,19,18,99,99,SALT LAKE CITY,Utah,Daylight,Unknown,FALSE
29876,29877,49,490145,1,57,1810,27,7,2015,2,21,12,41.15249167,-111.9441667,5,1,0,1,21,13,21,19,21,27,SOUTH OGDEN,Utah,Dusk,Clear,FALSE
29878,29879,49,490147,3,35,865,1,8,2015,7,17,48,40.64305278,-111.9923222,1,1,1,1,19,3,20,50,99,99,KEARNS,Utah,Daylight,Clear,TRUE
29879,29880,49,490148,6,35,1800,6,7,2015,2,15,13,40.56046111,-111.9205111,1,2,0,1,15,16,15,19,88,88,SOUTH JORDAN,Utah,Daylight,Rain,FALSE
29881,29882,49,490150,9,49,940,4,8,2015,3,23,30,40.44163056,-111.9017028,2,1,0,3,23,47,23,57,99,99,LEHI,Utah,Dark,Clear,FALSE
29882,29883,49,490151,1,53,1670,5,8,2015,4,7,13,37.10995833,-113.590525,4,1,0,1,7,18,7,22,8,10,ST. GEORGE,Utah,Dawn,Clear,FALSE
29883,29884,49,490152,2,53,760,7,8,2015,6,16,9,37.17646667,-113.3097972,1,10,0,1,16,10,16,13,16,56,HURRICANE,Utah,Daylight,Unknown,FALSE
29885,29886,49,490154,2,35,1820,14,8,2015,6,18,48,40.72284167,-111.8796722,1,1,0,2,18,48,18,53,99,99,SOUTH SALT LAKE,Utah,Daylight,Clear,FALSE
29887,29888,49,490156,1,47,507,16,8,2015,1,9,50,40.29085278,-109.8557028,1,1,0,1,9,53,9,54,99,99,FORT DUCHESNE,Utah,Daylight,Clear,FALSE
29890,29891,49,490159,9,57,2095,28,7,2015,3,23,16,41.24308611,-112.0154917,3,1,1,1,23,48,23,58,0,17,WEST HAVEN,Utah,Dark,Clear,TRUE
29891,29892,49,490161,2,49,40,23,8,2015,1,14,15,40.34994167,-111.7691917,1,1,0,1,14,18,14,25,14,57,AMERICAN FORK,Utah,Daylight,Clear,FALSE
29892,29893,49,490162,2,43,820,9,8,2015,1,22,53,40.62844722,-111.1973389,2,1,1,1,22,54,23,7,99,99,KAMAS,Utah,Dark,Clear,TRUE
29893,29894,49,490163,1,11,260,25,8,2015,3,7,22,41.09596389,-112.0238056,1,1,0,1,88,88,88,88,88,88,CLEARFIELD,Utah,Daylight,Clear,FALSE
29894,29895,49,490164,1,35,2113,27,8,2015,5,21,37,40.69310556,-111.9814944,2,1,0,1,21,47,21,44,88,88,WEST VALLEY CITY,Utah,Dark,Clear,FALSE
29895,29896,49,490165,1,35,1020,28,8,2015,6,19,12,40.69648889,-112.0882417,1,1,0,1,20,12,20,15,88,88,MAGNA,Utah,Daylight,Clear,FALSE
29896,29897,49,490166,2,35,1700,21,7,2015,3,8,17,40.75169722,-111.9510556,1,1,0,1,99,99,99,99,99,99,SALT LAKE CITY,Utah,Daylight,Clear,FALSE
29897,29898,49,490167,6,57,1610,23,8,2015,1,17,23,41.18341944,-112.0131028,1,1,0,2,17,23,17,31,99,99,RIVERDALE,Utah,Daylight,Clear,FALSE
29904,29905,49,490174,2,35,1700,29,8,2015,7,22,13,40.88425833,-111.892225,3,1,0,1,22,13,22,19,88,88,SALT LAKE CITY,Utah,Dark,Clear,FALSE
29905,29906,49,490175,2,11,1320,31,8,2015,2,9,53,40.85335278,-111.9091944,1,1,0,1,9,55,9,57,88,88,NORTH SALT LAKE,Utah,Daylight,Clear,FALSE
29906,29907,49,490176,2,45,1940,26,7,2015,1,15,10,40.54825,-112.3420278,1,1,0,1,15,10,15,30,99,99,TOOELE,Utah,Daylight,Clear,FALSE
29907,29908,49,490177,1,53,760,27,8,2015,5,10,41,37.18363611,-113.27505,9,99,0,1,10,42,10,47,88,88,HURRICANE,Utah,Unknown,Unknown,FALSE
29908,29909,49,490178,5,49,1460,1,9,2015,3,14,14,40.06242778,-111.7103528,1,1,0,2,14,15,14,22,99,99,PAYSON,Utah,Daylight,Clear,FALSE
29910,29911,49,490180,10,35,2113,3,9,2015,5,16,26,40.71120556,-111.9389583,1,1,0,1,16,27,16,32,99,99,WEST VALLEY CITY,Utah,Daylight,Clear,FALSE
29911,29912,49,490181,1,49,1560,4,9,2015,6,4,47,40.23433611,-111.6859,3,1,0,1,4,18,4,26,88,88,PROVO,Utah,Dark,Clear,FALSE
29912,29913,49,490182,2,35,2100,4,9,2015,6,11,45,40.58773611,-112.0278056,1,1,0,1,11,47,11,53,12,12,WEST JORDAN,Utah,Daylight,Clear,FALSE
29913,29914,49,490183,1,35,2113,5,9,2015,7,21,34,40.68156944,-111.9388861,3,1,0,1,21,34,21,38,88,88,WEST VALLEY CITY,Utah,Dark,Clear,FALSE
29914,29915,49,490184,1,35,1120,7,9,2015,2,10,52,40.60583611,-111.8882278,1,1,0,1,11,52,12,2,88,88,MIDVALE,Utah,Daylight,Clear,FALSE
29915,29916,49,490185,2,57,1350,12,9,2015,7,22,38,41.23344722,-111.9457333,2,1,1,1,22,42,22,44,23,3,OGDEN,Utah,Dark,Clear,TRUE
29918,29919,49,490188,6,53,760,24,9,2015,5,20,13,37.17655,-113.2918722,2,1,0,1,20,14,20,18,21,10,HURRICANE,Utah,Dark,Clear,FALSE
29919,29920,49,490189,1,35,2113,12,9,2015,7,8,11,40.69656111,-111.9805083,1,1,0,1,8,12,8,15,8,24,WEST VALLEY CITY,Utah,Daylight,Clear,FALSE
29920,29921,49,490190,3,35,865,20,9,2015,1,20,18,40.64916111,-111.9869139,1,1,1,1,99,99,99,99,99,99,KEARNS,Utah,Daylight,Clear,TRUE
29921,29922,49,490191,1,35,1120,24,9,2015,5,18,38,40.62341944,-111.9175083,1,1,0,1,19,40,19,41,99,99,MIDVALE,Utah,Daylight,Clear,FALSE
29923,29924,49,490193,1,35,2113,2,10,2015,6,3,30,40.70391944,-111.9528472,2,2,0,1,3,31,3,38,88,88,WEST VALLEY CITY,Utah,Dark,Rain,FALSE
29924,29925,49,490194,1,49,1840,9,10,2015,6,21,43,40.10845,-111.6547917,3,1,0,1,21,44,21,46,99,99,SPANISH FORK,Utah,Dark,Clear,FALSE
29925,29926,49,490195,5,49,40,9,10,2015,6,12,30,40.37567778,-111.7691194,1,1,0,1,12,42,12,48,13,6,AMERICAN FORK,Utah,Daylight,Clear,FALSE
29926,29927,49,490196,1,45,425,14,10,2015,4,6,1,40.61736111,-112.2946278,2,1,0,1,6,1,6,9,99,99,ERDA,Utah,Dark,Clear,FALSE
29929,29930,49,490199,3,53,1670,15,10,2015,5,8,21,37.15948056,-113.6042972,1,1,0,1,8,24,8,29,99,99,ST. GEORGE,Utah,Daylight,Clear,FALSE
29930,29931,49,490200,3,35,1700,18,10,2015,1,21,37,40.75412778,-111.8710361,2,2,0,1,21,37,21,39,99,99,SALT LAKE CITY,Utah,Dark,Rain,FALSE
29933,29934,49,490203,4,49,1840,24,10,2015,7,19,51,40.08207222,-111.6223833,2,1,0,1,19,53,20,2,88,88,SPANISH FORK,Utah,Dark,Clear,FALSE
29934,29935,49,490204,1,35,1700,28,10,2015,4,7,59,40.76543611,-111.9391167,3,1,0,1,8,0,8,6,99,99,SALT LAKE CITY,Utah,Dark,Clear,FALSE
29940,29941,49,490210,1,41,1190,31,10,2015,7,18,39,38.64973056,-111.9491167,1,1,0,1,18,43,19,2,88,88,MONROE,Utah,Daylight,Clear,FALSE
29941,29942,49,490211,1,35,1924,17,9,2015,5,10,56,40.67968056,-111.9388944,1,10,0,1,10,56,10,59,11,37,TAYLORSVILLE,Utah,Daylight,Unknown,FALSE
29942,29943,49,490212,1,49,1390,3,10,2015,7,14,11,40.27299444,-111.6760556,1,1,0,1,14,13,14,19,99,99,OREM,Utah,Daylight,Clear,FALSE
29943,29944,49,490213,1,35,2113,23,10,2015,6,7,15,40.70392222,-111.9590722,2,1,0,1,7,15,7,22,7,45,WEST VALLEY CITY,Utah,Dark,Clear,FALSE
29944,29945,49,490214,3,43,820,24,10,2015,7,3,58,40.64205833,-111.2708611,2,1,1,1,4,2,4,22,6,33,KAMAS,Utah,Dark,Clear,TRUE
29947,29948,49,490217,3,1,90,4,11,2015,4,18,38,38.23622222,-112.6499611,2,1,0,2,18,49,19,4,19,27,BEAVER,Utah,Dark,Clear,FALSE
29948,29949,49,490218,4,1,1160,5,11,2015,5,18,20,38.22013333,-112.9240528,3,1,0,1,18,57,19,22,20,10,MINERSVILLE,Utah,Dark,Clear,FALSE
29951,29952,49,490221,3,35,2100,15,11,2015,1,18,1,40.60948333,-112.0334222,3,1,0,1,18,8,18,10,18,33,WEST JORDAN,Utah,Dark,Clear,FALSE
29952,29953,49,490222,1,49,1730,18,11,2015,4,6,49,39.95393889,-111.800875,6,1,1,1,88,88,88,88,88,88,SANTAQUIN,Utah,Dark,Clear,TRUE
29953,29954,49,490223,2,35,865,22,11,2015,1,14,37,40.66724167,-111.9866139,1,1,0,1,14,39,14,41,88,88,KEARNS,Utah,Daylight,Clear,FALSE
29954,29955,49,490224,1,45,610,22,11,2015,1,11,35,40.58625,-112.4331,1,1,0,1,11,40,11,50,88,88,GRANTSVILLE,Utah,Daylight,Clear,FALSE
29955,29956,49,490225,2,35,1820,16,10,2015,6,19,10,40.70189722,-111.9030889,5,1,0,1,19,12,19,22,19,40,SOUTH SALT LAKE,Utah,Dusk,Clear,FALSE
29956,29957,49,490226,2,35,865,19,10,2015,2,23,15,40.64839722,-112.0246167,6,1,0,1,23,18,23,24,23,43,KEARNS,Utah,Dark,Clear,FALSE
29957,29958,49,490227,1,35,1700,28,10,2015,4,16,8,40.73851667,-111.9015389,1,1,1,1,16,8,16,14,16,36,SALT LAKE CITY,Utah,Daylight,Clear,TRUE
29958,29959,49,490228,4,35,1924,31,10,2015,7,20,11,40.64346111,-111.9578472,3,1,0,1,20,14,20,15,88,88,TAYLORSVILLE,Utah,Dark,Clear,FALSE
29959,29960,49,490229,2,35,1700,9,11,2015,2,10,36,40.73450278,-111.904825,1,1,0,1,10,31,10,37,10,59,SALT LAKE CITY,Utah,Daylight,Clear,FALSE
29960,29961,49,490230,2,11,1910,10,12,2015,5,18,43,41.08906944,-112.0479583,3,2,0,1,18,47,18,56,19,11,SYRACUSE,Utah,Dark,Rain,FALSE
29961,29962,49,490231,1,57,1310,17,12,2015,5,17,42,41.30163056,-111.9688167,2,1,0,1,17,43,17,49,18,8,NORTH OGDEN,Utah,Dark,Clear,FALSE
29962,29963,49,490232,4,49,40,17,12,2015,5,8,1,40.37230278,-111.7786389,1,4,0,1,8,6,8,11,8,50,AMERICAN FORK,Utah,Daylight,Snow,FALSE
29963,29964,49,490233,4,35,1924,7,11,2015,7,15,10,40.65301389,-111.9312528,1,1,0,1,15,18,15,23,15,48,TAYLORSVILLE,Utah,Daylight,Clear,FALSE
29966,29967,49,490236,1,35,1020,30,11,2015,2,7,27,40.71915556,-112.1453694,1,1,0,1,7,27,7,33,99,99,MAGNA,Utah,Daylight,Clear,FALSE
29967,29968,49,490237,1,35,1700,3,12,2015,5,14,16,40.71109444,-111.8018556,1,1,0,1,14,17,14,23,88,88,SALT LAKE CITY,Utah,Daylight,Clear,FALSE
29968,29969,49,490238,6,3,1470,4,12,2015,6,15,34,41.46774722,-112.0546972,1,10,0,1,16,0,16,14,16,29,PERRY,Utah,Daylight,Unknown,FALSE
29969,29970,49,490239,2,51,650,8,12,2015,3,17,21,40.48475278,-111.4049722,5,10,0,1,17,21,17,26,18,9,HEBER CITY,Utah,Dusk,Unknown,FALSE
29971,29972,49,490241,2,3,1470,10,12,2015,5,17,59,41.45966667,-112.0372667,2,2,0,1,17,59,18,6,19,8,PERRY,Utah,Dark,Rain,FALSE
29973,29974,49,490243,1,57,1650,18,12,2015,6,5,46,41.18564167,-112.0259028,2,1,0,1,5,46,5,54,88,88,ROY,Utah,Dark,Clear,FALSE
29974,29975,49,490244,4,35,1240,26,11,2015,5,3,24,40.63068333,-111.8505778,2,10,1,1,3,36,3,55,4,14,MURRAY,Utah,Dark,Unknown,TRUE
29976,29977,49,490246,5,3,2120,28,12,2015,2,19,10,41.35989167,-112.0433639,2,4,0,1,19,16,19,26,20,17,WILLARD,Utah,Dark,Snow,FALSE
29979,29980,49,490249,2,49,1460,7,12,2015,2,6,58,40.04364167,-111.7425917,3,1,0,1,7,0,7,10,88,88,PAYSON,Utah,Dark,Clear,FALSE
29982,29983,49,490252,2,35,1240,1,11,2015,1,10,58,40.6461,-111.9468583,1,1,1,1,10,58,11,6,99,99,MURRAY,Utah,Daylight,Clear,TRUE
29983,29984,49,490253,2,3,390,7,12,2015,2,17,8,41.66663889,-112.1407889,5,1,0,1,17,11,17,16,99,99,ELWOOD,Utah,Dusk,Clear,FALSE
29984,29985,49,490254,1,7,1540,18,12,2015,6,18,5,39.60102222,-110.8121556,3,1,0,1,18,8,18,12,99,99,PRICE,Utah,Dark,Clear,FALSE
29985,29986,49,490255,1,3,730,29,12,2015,3,7,55,41.83946667,-112.4362056,1,10,0,1,7,59,8,18,88,88,HOWELL,Utah,Daylight,Unknown,FALSE
29986,29987,49,490256,1,11,1900,23,11,2015,2,9,14,41.15100833,-112.0255889,1,1,0,1,9,17,9,23,88,88,SUNSET,Utah,Daylight,Clear,FALSE
29987,29988,49,490257,4,3,1050,30,12,2015,4,8,30,41.49598056,-111.9616,1,1,0,1,8,33,8,43,9,1,MANTUA,Utah,Daylight,Clear,FALSE
29988,29989,49,490258,1,49,940,10,12,2015,5,12,0,40.38603333,-111.8572083,1,1,0,1,99,99,99,99,99,99,LEHI,Utah,Daylight,Clear,FALSE
29989,29990,49,490259,3,35,2113,23,12,2015,4,18,11,40.67264444,-112.0108278,9,99,0,1,18,11,18,17,88,88,WEST VALLEY CITY,Utah,Unknown,Unknown,FALSE
29990,29991,49,490260,4,49,1560,26,12,2015,7,17,28,40.21461111,-111.6588306,3,1,0,1,17,29,17,37,99,99,PROVO,Utah,Dark,Clear,FALSE
29991,29992,50,500001,4,7,155,10,1,2015,7,19,8,44.570475,-73.15556944,3,1,1,1,19,8,19,17,19,48,COLCHESTER,Vermont,Dark,Clear,TRUE
29992,29993,50,500002,3,7,199,19,1,2015,2,6,53,44.51205278,-73.09540556,4,4,0,2,6,53,6,58,7,35,ESSEX,Vermont,Dawn,Snow,FALSE
29993,29994,50,500003,3,5,600,23,1,2015,6,20,54,44.47329167,-72.02466944,2,1,1,2,20,58,21,7,88,88,ST. JOHNSBURY,Vermont,Dark,Clear,TRUE
29994,29995,50,500004,3,7,155,4,4,2015,7,17,9,44.54229722,-73.19755278,1,1,0,1,17,9,17,13,17,46,COLCHESTER,Vermont,Daylight,Clear,FALSE
29995,29996,50,500005,2,1,746,14,4,2015,3,17,36,44.04505833,-73.193625,1,1,1,1,17,38,17,46,18,3,WEYBRIDGE,Vermont,Daylight,Clear,TRUE
29996,29997,50,500006,1,7,246,26,4,2015,1,11,6,44.32636389,-73.10287778,1,10,0,2,11,6,11,8,88,88,HINESBURG,Vermont,Daylight,Unknown,FALSE
29997,29998,50,500007,1,17,764,2,5,2015,7,16,28,44.08835556,-72.51724444,1,1,1,1,16,30,16,40,88,88,WILLIAMSTOWN,Vermont,Daylight,Clear,TRUE
29998,29999,50,500008,2,11,650,10,5,2015,1,18,47,44.89346667,-73.16612778,1,10,1,1,18,46,18,52,88,88,SWANTON,Vermont,Daylight,Unknown,TRUE
29999,30000,50,500009,1,11,218,22,5,2015,6,23,53,44.756125,-73.1544,2,1,0,1,99,99,99,99,88,88,GEORGIA CENTER,Vermont,Dark,Clear,FALSE
30000,30001,50,500010,2,3,795,24,5,2015,1,16,25,42.87805833,-73.11529167,1,1,0,2,16,27,16,34,88,88,WOODFORD,Vermont,Daylight,Clear,FALSE
30001,30002,50,500011,5,7,155,12,6,2015,6,20,58,44.497525,-73.17345278,2,2,0,1,21,3,21,10,21,42,COLCHESTER,Vermont,Dark,Rain,FALSE
30002,30003,50,500012,2,21,147,11,6,2015,5,99,99,43.63403333,-73.17995,1,1,1,1,99,98,99,98,88,88,CASTLETON,Vermont,Daylight,Clear,TRUE
30003,30004,50,500013,2,27,101,15,6,2015,2,14,40,43.59971944,-72.71728889,1,2,0,1,14,40,15,1,16,8,BRIDGEWATER,Vermont,Daylight,Rain,FALSE
30004,30005,50,500014,1,1,212,17,6,2015,4,17,50,44.23503611,-73.24325556,1,1,1,1,17,51,18,5,88,88,FERRISBURG,Vermont,Daylight,Clear,TRUE
30005,30006,50,500015,3,11,35,26,6,2015,6,12,54,44.79983611,-72.78705278,1,1,0,1,12,46,13,0,14,10,BAKERSFIELD,Vermont,Daylight,Clear,FALSE
