S_No,State,ST_CASE,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,FATALS,Cname,Sname
29761,49,490026,2,35,2113,9,2,2015,2,5,43,40.69657778,-112.0019083,3,1,0,1,WEST VALLEY CITY,Utah
29762,49,490027,8,35,1120,7,3,2015,7,10,30,40.62081667,-111.9047583,1,1,1,1,MIDVALE,Utah
29763,49,490028,1,53,1670,8,3,2015,1,14,1,37.09824722,-113.6199472,1,1,0,1,ST. GEORGE,Utah
29765,49,490030,2,49,1840,6,3,2015,6,22,30,40.093875,-111.6555611,9,1,1,1,SPANISH FORK,Utah
29766,49,490031,1,49,1560,29,1,2015,5,7,20,40.24299167,-111.6431556,9,1,0,1,PROVO,Utah
29767,49,490032,2,49,363,4,3,2015,4,5,45,39.95247222,-111.9561889,2,1,0,1,ELBERTA,Utah
29770,49,490035,1,49,940,28,3,2015,7,10,43,40.42205,-111.8688028,1,1,0,1,LEHI,Utah
29771,49,490036,6,35,1924,28,3,2015,7,20,44,40.66760833,-111.9533361,3,1,0,1,TAYLORSVILLE,Utah
29772,49,490037,1,49,940,28,3,2015,7,17,34,40.43689722,-111.9070028,1,1,0,1,LEHI,Utah
29773,49,490038,4,35,2100,17,3,2015,3,7,13,40.60218889,-111.9387056,4,1,0,1,WEST JORDAN,Utah
29774,49,490039,2,53,2050,22,3,2015,1,16,41,37.135875,-113.4629972,1,1,1,1,WASHINGTON,Utah
29775,49,490040,2,35,2113,30,1,2015,6,5,54,40.68216667,-111.957975,3,10,1,1,WEST VALLEY CITY,Utah
29777,49,490043,6,35,1710,20,3,2015,6,23,10,40.58800278,-111.9005444,3,1,0,1,SANDY,Utah
29779,49,490046,5,35,1240,25,3,2015,4,23,33,40.63070556,-111.8493,2,1,1,2,MURRAY,Utah
29780,49,490047,3,35,1120,2,3,2015,2,13,40,40.61791944,-111.9049389,1,1,0,1,MIDVALE,Utah
29782,49,490049,2,57,1350,19,3,2015,5,10,55,41.20505833,-112.00125,1,1,0,1,OGDEN,Utah
29783,49,490050,1,53,2050,3,3,2015,3,14,15,37.16820833,-113.4489139,1,3,0,1,WASHINGTON,Utah
29784,49,490051,3,27,320,1,4,2015,4,6,31,39.35293611,-112.5958222,2,1,0,1,DELTA,Utah
29785,49,490052,2,47,507,13,4,2015,2,16,19,40.24384167,-109.9154333,1,1,0,1,FORT DUCHESNE,Utah
29787,49,490054,2,35,2113,15,4,2015,4,21,16,40.68204722,-112.0474917,3,4,0,1,WEST VALLEY CITY,Utah
29789,49,490056,1,53,1670,11,4,2015,7,5,5,37.00049444,-113.5565417,2,1,0,1,ST. GEORGE,Utah
29790,49,490057,1,49,1390,1,3,2015,1,1,32,40.33064444,-111.7109694,3,1,0,1,OREM,Utah
29791,49,490058,3,57,1350,27,4,2015,2,19,27,41.18634167,-111.9490444,1,1,0,1,OGDEN,Utah
29792,49,490059,2,19,1170,18,4,2015,7,17,0,38.60161111,-109.5757917,1,10,1,1,MOAB,Utah
29793,49,490060,3,35,2113,5,4,2015,1,6,3,40.69659722,-111.9938111,3,1,0,1,WEST VALLEY CITY,Utah
29794,49,490061,3,43,290,26,3,2015,5,18,14,40.90931389,-111.4001639,1,1,0,1,COALVILLE,Utah
29795,49,490062,5,45,2085,4,5,2015,2,22,16,40.73670556,-114.0322667,2,10,0,1,WENDOVER,Utah
29796,49,490063,1,45,1940,1,5,2015,6,5,10,40.54478889,-112.2982972,3,1,0,1,TOOELE,Utah
29797,49,490064,2,35,2113,10,4,2015,6,23,4,40.66815556,-112.0247056,3,1,0,1,WEST VALLEY CITY,Utah
29798,49,490065,1,35,1120,1,5,2015,6,21,27,40.62595,-111.9029417,3,10,0,1,MIDVALE,Utah
29801,49,490068,1,35,1700,6,5,2015,4,15,25,40.69988056,-111.8366056,1,2,0,1,SALT LAKE CITY,Utah
29802,49,490069,2,7,2070,7,5,2015,5,5,6,39.55083333,-110.6591444,2,10,0,2,WELLINGTON,Utah
29803,49,490070,1,49,1500,14,5,2015,5,0,53,40.39160278,-111.7419778,2,1,1,1,PLEASANT GROVE,Utah
29804,49,490071,1,5,990,16,5,2015,7,14,45,41.67646667,-111.8820389,1,2,0,1,LOGAN,Utah
29806,49,490073,2,35,1700,23,5,2015,7,2,2,40.69994167,-111.845725,2,10,1,1,SALT LAKE CITY,Utah
29811,49,490078,2,35,712,3,5,2015,1,3,51,40.63395833,-111.8308806,2,10,0,1,HOLLADAY,Utah
29813,49,490080,1,53,760,18,5,2015,2,17,30,37.18436944,-113.3977944,1,2,0,1,HURRICANE,Utah
29816,49,490083,4,49,692,25,5,2015,2,18,53,40.44634722,-111.8162944,1,1,0,1,HIGHLAND,Utah
29818,49,490085,2,53,760,19,5,2015,3,5,10,37.18093889,-113.2876917,2,1,1,1,HURRICANE,Utah
29819,49,490086,1,53,760,27,5,2015,4,22,47,37.168075,-113.3007528,2,1,0,1,HURRICANE,Utah
29824,49,490091,4,3,1970,8,6,2015,2,13,18,41.71488611,-112.1954889,1,1,0,1,TREMONTON,Utah
29826,49,490093,3,43,1440,29,5,2015,6,16,38,40.75384167,-111.6229028,1,1,0,2,PARK CITY,Utah
29828,49,490095,2,53,1950,12,6,2015,6,15,12,37.27962222,-113.3101944,1,10,0,1,TOQUERVILLE,Utah
29829,49,490096,1,35,1820,12,6,2015,6,0,5,40.68701667,-111.888275,3,1,0,1,SOUTH SALT LAKE,Utah
29830,49,490097,2,35,1020,12,4,2015,1,21,39,40.72444722,-112.1602472,2,1,1,1,MAGNA,Utah
29831,49,490098,1,55,1960,24,5,2015,1,2,53,38.30790556,-111.389925,2,1,1,1,TORREY,Utah
29832,49,490099,1,35,1700,9,5,2015,7,1,19,40.77130556,-111.9751194,2,2,1,1,SALT LAKE CITY,Utah
29833,49,490100,5,35,1710,20,5,2015,4,20,27,40.57561389,-111.8721583,1,10,0,2,SANDY,Utah
29834,49,490101,2,35,1800,15,6,2015,2,8,58,40.56116111,-111.9386861,1,1,0,1,SOUTH JORDAN,Utah
29836,49,490103,3,45,885,17,6,2015,4,6,50,40.71106111,-112.2464306,1,1,0,1,LAKEPOINT,Utah
29838,49,490105,1,35,1700,18,6,2015,5,4,19,40.72884444,-111.9867472,2,1,0,1,SALT LAKE CITY,Utah
29840,49,490107,5,35,2113,10,6,2015,4,15,47,40.71757222,-111.9851417,1,1,0,1,WEST VALLEY CITY,Utah
29841,49,490108,1,35,1700,20,6,2015,7,4,33,40.78513333,-111.8945028,2,1,0,1,SALT LAKE CITY,Utah
29843,49,490110,2,45,1940,22,6,2015,2,14,20,40.52871111,-112.3253167,1,1,0,1,TOOELE,Utah
29845,49,490112,2,35,1700,25,6,2015,5,99,99,40.71790833,-111.871225,3,1,0,1,SALT LAKE CITY,Utah
29846,49,490113,1,53,1270,25,6,2015,5,99,99,37.46816944,-113.224275,2,1,0,1,NEW HARMONY,Utah
29847,49,490114,1,7,1540,27,6,2015,7,18,18,39.61737778,-110.8532111,1,1,1,1,PRICE,Utah
29848,49,490115,1,35,1700,28,6,2015,1,9,5,40.57226944,-111.7473889,1,1,1,1,SALT LAKE CITY,Utah
29850,49,490117,1,57,1350,30,6,2015,3,18,58,41.25940833,-111.9894222,1,1,0,1,OGDEN,Utah
29851,49,490118,5,35,2113,20,6,2015,7,23,48,40.70388611,-111.9924028,3,1,1,1,WEST VALLEY CITY,Utah
29852,49,490119,1,49,1060,1,7,2015,4,20,59,40.14126389,-111.574075,5,1,0,1,MAPLETON,Utah
29853,49,490120,2,35,1700,2,7,2015,5,0,16,40.75412222,-111.8653194,3,1,0,1,SALT LAKE CITY,Utah
29854,49,490121,1,35,2113,2,7,2015,5,21,0,40.72569167,-112.0322722,1,1,0,1,WEST VALLEY CITY,Utah
29856,49,490124,2,47,1567,3,6,2015,4,7,46,40.23300556,-109.8434694,1,1,1,1,RANDLETT,Utah
29857,49,490125,1,11,460,26,6,2015,6,21,3,40.97821389,-111.8919194,1,1,0,1,FARMINGTON,Utah
29858,49,490126,3,3,300,2,7,2015,5,8,55,41.55283611,-112.1185528,1,1,0,1,CORINNE,Utah
29859,49,490127,1,57,2095,5,7,2015,1,2,27,41.20519444,-112.0269972,2,1,0,1,WEST HAVEN,Utah
29860,49,490128,1,57,1350,3,6,2015,4,1,29,41.20700833,-111.9485444,3,1,0,1,OGDEN,Utah
29862,49,490130,2,35,1700,7,7,2015,3,16,58,40.732525,-112.0003306,1,1,0,1,SALT LAKE CITY,Utah
29863,49,490131,4,27,1090,8,7,2015,4,7,35,38.88476667,-112.4226861,1,1,1,3,MEADOW,Utah
29864,49,490132,2,3,1520,8,7,2015,4,14,12,41.93861111,-112.1727306,1,10,0,2,PLYMOUTH,Utah
29865,49,490133,2,5,2080,8,7,2015,4,23,11,41.64910833,-111.9387333,2,10,0,1,WELLSVILLE,Utah
29866,49,490134,2,3,390,9,7,2015,5,11,13,41.697425,-112.1581917,1,1,0,1,ELWOOD,Utah
29869,49,490137,2,49,1680,21,7,2015,3,12,31,40.048575,-111.6918306,1,1,0,1,SALEM,Utah
29870,49,490138,5,11,260,28,7,2015,3,16,29,41.11015556,-112.0327306,1,1,0,1,CLEARFIELD,Utah
29871,49,490139,2,49,940,27,6,2015,7,18,15,40.39150556,-111.8570333,1,1,0,1,LEHI,Utah
29872,49,490140,3,11,460,27,6,2015,7,18,33,41.01506944,-111.9106833,1,1,0,1,FARMINGTON,Utah
29874,49,490142,1,35,2113,18,7,2015,7,8,31,40.68206111,-111.9999306,1,1,0,1,WEST VALLEY CITY,Utah
29875,49,490143,7,35,1700,22,7,2015,4,19,16,40.73087222,-111.9874222,1,10,0,1,SALT LAKE CITY,Utah
29877,49,490145,1,57,1810,27,7,2015,2,21,12,41.15249167,-111.9441667,5,1,0,1,SOUTH OGDEN,Utah
29879,49,490147,3,35,865,1,8,2015,7,17,48,40.64305278,-111.9923222,1,1,1,1,KEARNS,Utah
29880,49,490148,6,35,1800,6,7,2015,2,15,13,40.56046111,-111.9205111,1,2,0,1,SOUTH JORDAN,Utah
29882,49,490150,9,49,940,4,8,2015,3,23,30,40.44163056,-111.9017028,2,1,0,3,LEHI,Utah
29883,49,490151,1,53,1670,5,8,2015,4,7,13,37.10995833,-113.590525,4,1,0,1,ST. GEORGE,Utah
29884,49,490152,2,53,760,7,8,2015,6,16,9,37.17646667,-113.3097972,1,10,0,1,HURRICANE,Utah
29886,49,490154,2,35,1820,14,8,2015,6,18,48,40.72284167,-111.8796722,1,1,0,2,SOUTH SALT LAKE,Utah
29888,49,490156,1,47,507,16,8,2015,1,9,50,40.29085278,-109.8557028,1,1,0,1,FORT DUCHESNE,Utah
29891,49,490159,9,57,2095,28,7,2015,3,23,16,41.24308611,-112.0154917,3,1,1,1,WEST HAVEN,Utah
29892,49,490161,2,49,40,23,8,2015,1,14,15,40.34994167,-111.7691917,1,1,0,1,AMERICAN FORK,Utah
29893,49,490162,2,43,820,9,8,2015,1,22,53,40.62844722,-111.1973389,2,1,1,1,KAMAS,Utah
29894,49,490163,1,11,260,25,8,2015,3,7,22,41.09596389,-112.0238056,1,1,0,1,CLEARFIELD,Utah
29895,49,490164,1,35,2113,27,8,2015,5,21,37,40.69310556,-111.9814944,2,1,0,1,WEST VALLEY CITY,Utah
29896,49,490165,1,35,1020,28,8,2015,6,19,12,40.69648889,-112.0882417,1,1,0,1,MAGNA,Utah
29897,49,490166,2,35,1700,21,7,2015,3,8,17,40.75169722,-111.9510556,1,1,0,1,SALT LAKE CITY,Utah
29898,49,490167,6,57,1610,23,8,2015,1,17,23,41.18341944,-112.0131028,1,1,0,2,RIVERDALE,Utah
29905,49,490174,2,35,1700,29,8,2015,7,22,13,40.88425833,-111.892225,3,1,0,1,SALT LAKE CITY,Utah
29906,49,490175,2,11,1320,31,8,2015,2,9,53,40.85335278,-111.9091944,1,1,0,1,NORTH SALT LAKE,Utah
29907,49,490176,2,45,1940,26,7,2015,1,15,10,40.54825,-112.3420278,1,1,0,1,TOOELE,Utah
29908,49,490177,1,53,760,27,8,2015,5,10,41,37.18363611,-113.27505,9,99,0,1,HURRICANE,Utah
29909,49,490178,5,49,1460,1,9,2015,3,14,14,40.06242778,-111.7103528,1,1,0,2,PAYSON,Utah
29911,49,490180,10,35,2113,3,9,2015,5,16,26,40.71120556,-111.9389583,1,1,0,1,WEST VALLEY CITY,Utah
29912,49,490181,1,49,1560,4,9,2015,6,4,47,40.23433611,-111.6859,3,1,0,1,PROVO,Utah
29913,49,490182,2,35,2100,4,9,2015,6,11,45,40.58773611,-112.0278056,1,1,0,1,WEST JORDAN,Utah
29914,49,490183,1,35,2113,5,9,2015,7,21,34,40.68156944,-111.9388861,3,1,0,1,WEST VALLEY CITY,Utah
29915,49,490184,1,35,1120,7,9,2015,2,10,52,40.60583611,-111.8882278,1,1,0,1,MIDVALE,Utah
29916,49,490185,2,57,1350,12,9,2015,7,22,38,41.23344722,-111.9457333,2,1,1,1,OGDEN,Utah
29919,49,490188,6,53,760,24,9,2015,5,20,13,37.17655,-113.2918722,2,1,0,1,HURRICANE,Utah
29920,49,490189,1,35,2113,12,9,2015,7,8,11,40.69656111,-111.9805083,1,1,0,1,WEST VALLEY CITY,Utah
29921,49,490190,3,35,865,20,9,2015,1,20,18,40.64916111,-111.9869139,1,1,1,1,KEARNS,Utah
29922,49,490191,1,35,1120,24,9,2015,5,18,38,40.62341944,-111.9175083,1,1,0,1,MIDVALE,Utah
29924,49,490193,1,35,2113,2,10,2015,6,3,30,40.70391944,-111.9528472,2,2,0,1,WEST VALLEY CITY,Utah
29925,49,490194,1,49,1840,9,10,2015,6,21,43,40.10845,-111.6547917,3,1,0,1,SPANISH FORK,Utah
29926,49,490195,5,49,40,9,10,2015,6,12,30,40.37567778,-111.7691194,1,1,0,1,AMERICAN FORK,Utah
29927,49,490196,1,45,425,14,10,2015,4,6,1,40.61736111,-112.2946278,2,1,0,1,ERDA,Utah
29930,49,490199,3,53,1670,15,10,2015,5,8,21,37.15948056,-113.6042972,1,1,0,1,ST. GEORGE,Utah
29931,49,490200,3,35,1700,18,10,2015,1,21,37,40.75412778,-111.8710361,2,2,0,1,SALT LAKE CITY,Utah
29934,49,490203,4,49,1840,24,10,2015,7,19,51,40.08207222,-111.6223833,2,1,0,1,SPANISH FORK,Utah
29935,49,490204,1,35,1700,28,10,2015,4,7,59,40.76543611,-111.9391167,3,1,0,1,SALT LAKE CITY,Utah
29941,49,490210,1,41,1190,31,10,2015,7,18,39,38.64973056,-111.9491167,1,1,0,1,MONROE,Utah
29942,49,490211,1,35,1924,17,9,2015,5,10,56,40.67968056,-111.9388944,1,10,0,1,TAYLORSVILLE,Utah
29943,49,490212,1,49,1390,3,10,2015,7,14,11,40.27299444,-111.6760556,1,1,0,1,OREM,Utah
29944,49,490213,1,35,2113,23,10,2015,6,7,15,40.70392222,-111.9590722,2,1,0,1,WEST VALLEY CITY,Utah
29945,49,490214,3,43,820,24,10,2015,7,3,58,40.64205833,-111.2708611,2,1,1,1,KAMAS,Utah
29948,49,490217,3,1,90,4,11,2015,4,18,38,38.23622222,-112.6499611,2,1,0,2,BEAVER,Utah
29949,49,490218,4,1,1160,5,11,2015,5,18,20,38.22013333,-112.9240528,3,1,0,1,MINERSVILLE,Utah
29952,49,490221,3,35,2100,15,11,2015,1,18,1,40.60948333,-112.0334222,3,1,0,1,WEST JORDAN,Utah
29953,49,490222,1,49,1730,18,11,2015,4,6,49,39.95393889,-111.800875,6,1,1,1,SANTAQUIN,Utah
29954,49,490223,2,35,865,22,11,2015,1,14,37,40.66724167,-111.9866139,1,1,0,1,KEARNS,Utah
29955,49,490224,1,45,610,22,11,2015,1,11,35,40.58625,-112.4331,1,1,0,1,GRANTSVILLE,Utah
29956,49,490225,2,35,1820,16,10,2015,6,19,10,40.70189722,-111.9030889,5,1,0,1,SOUTH SALT LAKE,Utah
29957,49,490226,2,35,865,19,10,2015,2,23,15,40.64839722,-112.0246167,6,1,0,1,KEARNS,Utah
29958,49,490227,1,35,1700,28,10,2015,4,16,8,40.73851667,-111.9015389,1,1,1,1,SALT LAKE CITY,Utah
29959,49,490228,4,35,1924,31,10,2015,7,20,11,40.64346111,-111.9578472,3,1,0,1,TAYLORSVILLE,Utah
29960,49,490229,2,35,1700,9,11,2015,2,10,36,40.73450278,-111.904825,1,1,0,1,SALT LAKE CITY,Utah
29961,49,490230,2,11,1910,10,12,2015,5,18,43,41.08906944,-112.0479583,3,2,0,1,SYRACUSE,Utah
29962,49,490231,1,57,1310,17,12,2015,5,17,42,41.30163056,-111.9688167,2,1,0,1,NORTH OGDEN,Utah
29963,49,490232,4,49,40,17,12,2015,5,8,1,40.37230278,-111.7786389,1,4,0,1,AMERICAN FORK,Utah
29964,49,490233,4,35,1924,7,11,2015,7,15,10,40.65301389,-111.9312528,1,1,0,1,TAYLORSVILLE,Utah
29967,49,490236,1,35,1020,30,11,2015,2,7,27,40.71915556,-112.1453694,1,1,0,1,MAGNA,Utah
29968,49,490237,1,35,1700,3,12,2015,5,14,16,40.71109444,-111.8018556,1,1,0,1,SALT LAKE CITY,Utah
29969,49,490238,6,3,1470,4,12,2015,6,15,34,41.46774722,-112.0546972,1,10,0,1,PERRY,Utah
29970,49,490239,2,51,650,8,12,2015,3,17,21,40.48475278,-111.4049722,5,10,0,1,HEBER CITY,Utah
29972,49,490241,2,3,1470,10,12,2015,5,17,59,41.45966667,-112.0372667,2,2,0,1,PERRY,Utah
29974,49,490243,1,57,1650,18,12,2015,6,5,46,41.18564167,-112.0259028,2,1,0,1,ROY,Utah
29975,49,490244,4,35,1240,26,11,2015,5,3,24,40.63068333,-111.8505778,2,10,1,1,MURRAY,Utah
29977,49,490246,5,3,2120,28,12,2015,2,19,10,41.35989167,-112.0433639,2,4,0,1,WILLARD,Utah
29980,49,490249,2,49,1460,7,12,2015,2,6,58,40.04364167,-111.7425917,3,1,0,1,PAYSON,Utah
29983,49,490252,2,35,1240,1,11,2015,1,10,58,40.6461,-111.9468583,1,1,1,1,MURRAY,Utah
29984,49,490253,2,3,390,7,12,2015,2,17,8,41.66663889,-112.1407889,5,1,0,1,ELWOOD,Utah
29985,49,490254,1,7,1540,18,12,2015,6,18,5,39.60102222,-110.8121556,3,1,0,1,PRICE,Utah
29986,49,490255,1,3,730,29,12,2015,3,7,55,41.83946667,-112.4362056,1,10,0,1,HOWELL,Utah
29987,49,490256,1,11,1900,23,11,2015,2,9,14,41.15100833,-112.0255889,1,1,0,1,SUNSET,Utah
29988,49,490257,4,3,1050,30,12,2015,4,8,30,41.49598056,-111.9616,1,1,0,1,MANTUA,Utah
29989,49,490258,1,49,940,10,12,2015,5,12,0,40.38603333,-111.8572083,1,1,0,1,LEHI,Utah
29990,49,490259,3,35,2113,23,12,2015,4,18,11,40.67264444,-112.0108278,9,99,0,1,WEST VALLEY CITY,Utah
29991,49,490260,4,49,1560,26,12,2015,7,17,28,40.21461111,-111.6588306,3,1,0,1,PROVO,Utah
29992,50,500001,4,7,155,10,1,2015,7,19,8,44.570475,-73.15556944,3,1,1,1,COLCHESTER,Vermont
29993,50,500002,3,7,199,19,1,2015,2,6,53,44.51205278,-73.09540556,4,4,0,2,ESSEX,Vermont
29994,50,500003,3,5,600,23,1,2015,6,20,54,44.47329167,-72.02466944,2,1,1,2,ST. JOHNSBURY,Vermont
29995,50,500004,3,7,155,4,4,2015,7,17,9,44.54229722,-73.19755278,1,1,0,1,COLCHESTER,Vermont
29996,50,500005,2,1,746,14,4,2015,3,17,36,44.04505833,-73.193625,1,1,1,1,WEYBRIDGE,Vermont
29997,50,500006,1,7,246,26,4,2015,1,11,6,44.32636389,-73.10287778,1,10,0,2,HINESBURG,Vermont
29998,50,500007,1,17,764,2,5,2015,7,16,28,44.08835556,-72.51724444,1,1,1,1,WILLIAMSTOWN,Vermont
29999,50,500008,2,11,650,10,5,2015,1,18,47,44.89346667,-73.16612778,1,10,1,1,SWANTON,Vermont
30000,50,500009,1,11,218,22,5,2015,6,23,53,44.756125,-73.1544,2,1,0,1,GEORGIA CENTER,Vermont
30001,50,500010,2,3,795,24,5,2015,1,16,25,42.87805833,-73.11529167,1,1,0,2,WOODFORD,Vermont
30002,50,500011,5,7,155,12,6,2015,6,20,58,44.497525,-73.17345278,2,2,0,1,COLCHESTER,Vermont
30003,50,500012,2,21,147,11,6,2015,5,99,99,43.63403333,-73.17995,1,1,1,1,CASTLETON,Vermont
30004,50,500013,2,27,101,15,6,2015,2,14,40,43.59971944,-72.71728889,1,2,0,1,BRIDGEWATER,Vermont
30005,50,500014,1,1,212,17,6,2015,4,17,50,44.23503611,-73.24325556,1,1,1,1,FERRISBURG,Vermont
30006,50,500015,3,11,35,26,6,2015,6,12,54,44.79983611,-72.78705278,1,1,0,1,BAKERSFIELD,Vermont
30007,50,500016,1,21,147,2,7,2015,5,14,55,43.64456111,-73.19834722,1,1,0,1,CASTLETON,Vermont
30008,50,500017,1,5,309,4,7,2015,7,14,14,44.5124,-72.02635278,1,1,0,1,LYNDON,Vermont
30009,50,500018,3,23,71,6,7,2015,2,11,38,44.22142222,-72.55681389,1,1,0,1,BERLIN,Vermont
30010,50,500019,1,5,609,8,7,2015,4,16,55,44.674075,-72.132875,1,1,0,1,SHEFFIELD,Vermont
30011,50,500020,3,11,590,12,7,2015,1,17,16,44.83815833,-73.10044722,1,1,1,1,ST. ALBANS,Vermont
30012,50,500021,2,19,163,16,7,2015,5,17,13,44.65259722,-72.40581944,1,1,0,1,CRAFTSBURY,Vermont
30013,50,500022,2,11,218,25,7,2015,7,11,3,44.72889167,-73.19751667,1,1,0,1,GEORGIA CENTER,Vermont
30014,50,500023,2,27,686,25,7,2015,7,11,23,43.35815556,-72.42360278,1,1,0,1,WEATHERSFIELD TOWN,Vermont
30015,50,500024,2,21,295,31,7,2015,6,22,13,43.60751944,-72.75125278,2,1,0,1,KILLINGTON,Vermont
30016,50,500025,2,25,730,9,8,2015,1,19,22,43.07276389,-72.50995556,5,1,0,1,WESTMINSTER,Vermont
30018,50,500027,2,27,457,17,8,2015,2,15,12,43.73018333,-72.27982222,1,1,0,1,NORWICH,Vermont
30019,50,500028,1,3,297,23,8,2015,1,2,47,43.24777222,-72.85500556,2,1,1,1,LANDGROVE,Vermont
30020,50,500029,1,17,671,29,8,2015,7,12,11,43.96154167,-72.2876,1,1,0,1,VERSHIRE,Vermont
30021,50,500030,3,11,650,3,9,2015,5,12,35,44.88785833,-73.09116944,1,1,1,2,SWANTON,Vermont
30022,50,500031,3,25,342,4,9,2015,6,16,49,42.86626111,-72.72427222,1,1,0,1,MARLBORO,Vermont
30023,50,500032,1,21,475,7,9,2015,2,15,38,43.35245,-73.18167222,1,1,0,1,PAWLET,Vermont
30024,50,500033,4,25,770,7,9,2015,2,17,15,42.87064722,-72.90395278,1,1,0,1,WILMINGTON,Vermont
30025,50,500034,2,21,490,18,9,2015,6,5,49,43.74889722,-73.04746667,4,1,0,1,PITTSFORD,Vermont
30028,50,500037,3,1,360,3,10,2015,7,19,17,43.97074167,-73.11654167,2,1,0,1,MIDDLEBURY,Vermont
30029,50,500038,2,7,75,6,10,2015,3,21,18,44.37319722,-72.87854167,2,1,0,1,BOLTON,Vermont
30030,50,500039,3,27,241,14,10,2015,4,22,54,43.59464722,-72.34906667,2,1,0,1,HARTLAND,Vermont
30031,50,500040,3,15,390,15,10,2015,5,6,17,44.51901111,-72.62019167,2,5,0,1,MORRISVILLE,Vermont
30033,50,500042,1,11,190,5,11,2015,5,2,20,44.90898333,-72.81528889,2,1,1,1,ENOSBURG FALLS,Vermont
30034,50,500043,1,27,630,9,11,2015,2,20,16,43.30376667,-72.49253889,3,1,0,1,SPRINGFIELD,Vermont
30035,50,500044,1,23,187,25,11,2015,4,0,14,44.26986667,-72.45768333,2,1,1,1,EAST MONTPELIER,Vermont
30036,50,500045,1,19,158,30,11,2015,2,7,0,44.87028889,-72.21462778,2,1,0,1,COVENTRY,Vermont
30037,50,500046,1,15,390,3,12,2015,5,12,35,44.57544722,-72.59193333,1,2,0,1,MORRISVILLE,Vermont
30038,50,500047,1,11,207,5,12,2015,7,8,20,44.68279722,-72.95126111,1,1,1,1,FAIRFAX,Vermont
30039,50,500048,1,11,243,5,12,2015,7,16,0,44.92594722,-72.96963611,5,1,0,1,HIGHGATE CENTER,Vermont
30040,50,500049,1,21,689,12,12,2015,7,17,4,43.42768333,-73.19641111,2,1,0,1,WELLS,Vermont
30041,50,500050,7,21,295,29,12,2015,3,14,14,43.66465833,-72.81215833,1,2,0,3,KILLINGTON,Vermont
30043,51,510002,1,840,2640,2,1,2015,6,18,59,39.17771389,-78.17285278,3,10,0,1,WINCHESTER,Virginia
30049,51,510008,1,550,468,4,1,2015,1,1,3,36.86336667,-76.14805556,3,2,1,1,CHESAPEAKE,Virginia
30059,51,510018,1,550,468,18,1,2015,1,5,20,36.78392222,-76.22523611,3,10,0,1,CHESAPEAKE,Virginia
30062,51,510021,1,800,2390,20,1,2015,3,17,34,36.76527778,-76.60583333,5,10,0,1,SUFFOLK,Virginia
30065,51,510024,4,710,1760,23,1,2015,6,12,40,36.96673611,-76.29468056,1,10,0,1,NORFOLK,Virginia
30066,51,510025,1,800,2390,25,1,2015,1,7,47,36.87055556,-76.44277778,1,10,0,1,SUFFOLK,Virginia
30077,51,510036,1,810,2540,3,2,2015,3,17,3,36.79451389,-76.08190278,1,10,0,1,VIRGINIA BEACH,Virginia
30088,51,510047,3,800,2390,10,2,2015,3,8,4,36.55644444,-76.753,1,2,0,2,SUFFOLK,Virginia
30089,51,510048,1,740,1970,8,2,2015,1,2,40,36.81472222,-76.34784167,3,10,0,1,PORTSMOUTH,Virginia
30091,51,510050,1,810,2540,31,1,2015,7,13,49,36.77618056,-76.071025,1,10,0,1,VIRGINIA BEACH,Virginia
30098,51,510057,2,810,2540,23,1,2015,6,2,34,36.92138889,-76.04444444,2,10,1,1,VIRGINIA BEACH,Virginia
30101,51,510060,2,550,468,17,2,2015,3,21,30,36.79083333,-76.39491389,3,10,1,1,CHESAPEAKE,Virginia
30109,51,510068,2,650,1180,12,2,2015,5,6,24,37.04281111,-76.43301389,4,10,1,1,HAMPTON,Virginia
30116,51,510075,2,700,1720,4,2,2015,4,18,3,37.00083333,-76.41805556,3,10,0,1,NEWPORT NEWS,Virginia
30119,51,510078,5,550,468,27,2,2015,6,17,50,36.82409722,-76.41051389,1,4,1,1,CHESAPEAKE,Virginia
30127,51,510086,2,800,2390,24,2,2015,3,8,44,36.75416667,-76.51472222,1,10,0,1,SUFFOLK,Virginia
30139,51,510098,4,790,2330,24,1,2015,7,10,54,38.17746667,-79.09301389,1,3,0,1,STAUNTON,Virginia
30140,51,510099,1,710,1760,4,2,2015,4,5,23,36.89189722,-76.25801111,3,10,0,1,NORFOLK,Virginia
30149,51,510108,1,650,1180,16,1,2015,6,20,58,37.03972222,-76.34824722,3,10,1,1,HAMPTON,Virginia
30155,51,510114,2,710,1760,7,2,2015,7,2,22,36.93166667,-76.24416667,3,10,1,1,NORFOLK,Virginia
30163,51,510122,1,810,2540,23,3,2015,2,18,47,36.79972222,-76.06559722,1,10,1,1,VIRGINIA BEACH,Virginia
30165,51,510124,6,770,2100,31,1,2015,7,2,33,37.31290278,-79.95183889,3,10,2,3,ROANOKE,Virginia
30167,51,510126,1,550,468,26,3,2015,5,20,13,36.81694444,-76.26555556,3,10,0,1,CHESAPEAKE,Virginia
30172,51,510131,3,710,1760,2,4,2015,5,5,51,36.91277778,-76.26305556,3,10,1,1,NORFOLK,Virginia
30178,51,510137,1,810,2540,7,4,2015,3,6,10,36.80111111,-76.20055556,4,10,1,1,VIRGINIA BEACH,Virginia
